device_id,ts,bat,acc1,acc2,acc3,acc4,acc5,wei,tmp1,tmp2,tmp3,lat,lon,ts_gps,checksum
f4f4f4f4,1543830282,3718,600,0,0,0,0,2.802596928649634e-45,351,352,361,0,0,0,df
f2f2f2f2,1543833394,3673,600,0,0,0,0,,352,357,358,0,0,0,f9
f6f6f6f6,1543834210,3718,600,0,0,0,0,5.605193857299268e-45,343,348,355,0,0,0,7f
f3f3f3f3,1543833706,3757,600,0,0,0,0,0,348,351,354,0,0,0,53
f7f7f7f7,1543832516,3725,600,0,0,0,0,0,345,348,360,0,0,0,da
f5f5f5f5,1543833535,3957,600,0,0,0,0,,344,347,357,3844.79345703125,7236.94580078125,1543844316,32
f4f4f4f4,1543830321,3712,600,0,0,0,0,4.203895392974451e-45,349,350,360,0,0,0,de
f2f2f2f2,1543833432,3680,600,0,0,0,0,,351,356,358,0,0,0,98
f6f6f6f6,1543834249,3712,600,0,0,0,0,1.1210387714598537e-44,342,347,354,0,0,0,99
f3f3f3f3,1543833745,3770,600,0,0,0,0,4.203895392974451e-45,348,350,353,0,0,0,be
f7f7f7f7,1543832555,3725,600,0,0,0,0,1.401298464324817e-45,345,348,360,0,0,0,f4
f5f5f5f5,1543833573,3950,600,0,0,0,0,,345,347,357,3844.79345703125,7236.94580078125,1543844316,72
f4f4f4f4,1543830360,3725,600,0,0,0,0,4.203895392974451e-45,349,350,360,0,0,0,ba
f2f2f2f2,1543833471,3673,600,0,0,0,0,,351,355,357,0,0,0,82
f3f3f3f3,1543833784,3757,600,0,0,0,0,2.802596928649634e-45,347,350,353,0,0,0,86
f7f7f7f7,1543832595,3725,600,0,0,0,0,1.401298464324817e-45,344,347,359,0,0,0,2
f5f5f5f5,1543833612,3950,600,0,0,0,0,,344,346,356,3844.79345703125,7236.94580078125,1543844316,95
f4f4f4f4,1543830399,3731,600,0,0,0,0,4.203895392974451e-45,349,350,359,3844.800537109375,7236.9521484375,1543844740,ca
f2f2f2f2,1543833509,3680,600,0,0,0,0,,350,354,357,0,0,0,6e
f6f6f6f6,1543834326,3718,600,0,0,0,0,1.1210387714598537e-44,341,346,353,0,0,0,c1
f3f3f3f3,1543833823,3770,600,0,0,0,0,2.802596928649634e-45,347,349,352,3844.789794921875,7236.94287109375,1543844769,ee
f7f7f7f7,1543832634,3725,600,0,0,0,0,4.203895392974451e-45,343,346,358,0,0,0,26
f5f5f5f5,1543833650,3944,600,0,0,0,0,,343,345,356,3844.79345703125,7236.94580078125,1543844316,a1
f4f4f4f4,1543830438,3744,600,0,0,0,0,5.605193857299268e-45,348,349,358,3844.800537109375,7236.9521484375,1543844740,24
f2f2f2f2,1543833547,3686,600,0,0,0,0,,348,353,356,0,0,0,6
f6f6f6f6,1543834365,3712,600,0,0,0,0,1.1210387714598537e-44,339,345,352,0,0,0,e8
f3f3f3f3,1543833862,3789,600,0,0,0,0,5.605193857299268e-45,345,347,351,3844.789794921875,7236.94287109375,1543844769,7c
f7f7f7f7,1543832673,3725,600,0,0,0,0,7.006492321624085e-45,342,345,358,0,0,0,79
f5f5f5f5,1543833688,3957,600,0,0,0,0,,341,344,355,3844.79345703125,7236.94580078125,1543844316,d3
f4f4f4f4,1543830478,3731,600,0,0,0,0,5.605193857299268e-45,346,347,357,3844.800537109375,7236.9521484375,1543844740,7c
f2f2f2f2,1543833585,3667,600,0,0,0,0,,347,353,355,0,0,0,6
f6f6f6f6,1543834403,3712,600,0,0,0,0,1.401298464324817e-44,339,344,351,0,0,0,b
f3f3f3f3,1543833901,3770,600,0,0,0,0,1.401298464324817e-45,344,347,350,3844.789794921875,7236.94287109375,1543844769,25
f7f7f7f7,1543832712,3725,600,0,0,0,0,7.006492321624085e-45,342,344,261,4.605227273157079e-41,0,0,12
f5f5f5f5,1543833727,3950,600,0,0,0,0,,341,344,354,3844.79345703125,7236.94580078125,1543844316,ef
f4f4f4f4,1543830517,3731,600,0,0,0,0,5.605193857299268e-45,345,347,356,3843.155517578125,7234.6298828125,1543844864,ac
f2f2f2f2,1543833624,3673,600,0,0,0,0,,347,352,355,0,0,0,ea
f6f6f6f6,1543834442,3718,600,0,0,0,0,1.401298464324817e-44,338,344,351,0,0,0,65
f3f3f3f3,1543833940,3770,600,0,0,0,0,4.203895392974451e-45,343,346,349,3844.789794921875,7236.94287109375,1543844769,53
f7f7f7f7,1543832751,3725,600,0,0,0,0,1.1210387714598537e-44,341,344,357,0,0,0,bb
f5f5f5f5,1543833765,3938,600,0,0,0,0,,340,343,354,3844.79345703125,7236.94580078125,1543844316,36
f4f4f4f4,1543830556,3744,600,0,0,0,0,5.605193857299268e-45,344,346,356,3843.155517578125,7234.6298828125,1543844864,71
f2f2f2f2,1543833662,3686,600,0,0,0,0,,347,351,355,0,0,0,cf
f6f6f6f6,1543834480,3712,600,0,0,0,0,1.401298464324817e-44,339,344,351,0,0,0,58
f3f3f3f3,1543833978,3770,600,0,0,0,0,5.605193857299268e-45,343,346,349,3844.789794921875,7236.94287109375,1543844769,7a
f7f7f7f7,1543832791,3725,600,0,0,0,0,5.605193857299268e-45,341,344,356,0,0,0,ce
f5f5f5f5,1543833804,3950,600,0,0,0,0,,340,343,353,3844.79345703125,7236.94580078125,1543844316,50
f2f2f2f2,1543833700,3673,600,0,0,0,0,,346,351,354,0,0,0,a9
f6f6f6f6,1543834519,3712,600,0,0,0,0,1.401298464324817e-44,338,344,350,0,0,0,bf
f3f3f3f3,1543834017,3757,600,0,0,0,0,4.203895392974451e-45,343,345,349,3844.789794921875,7236.94287109375,1543844769,b2
f7f7f7f7,1543832830,3725,600,0,0,0,0,9.80908925027372e-45,340,343,355,0,0,0,ed
f5f5f5f5,1543833842,3938,600,0,0,0,0,,340,342,353,3844.79345703125,7236.94580078125,1543844316,63
f2f2f2f2,1543833738,3667,600,0,0,0,0,,346,351,354,0,0,0,4e
f4f4f4f4,1543830634,3744,600,0,0,0,0,7.006492321624085e-45,345,345,355,3843.08203125,7234.6171875,1543844958,88
f6f6f6f6,1550126013,3712,600,0,0,0,0,1.5414283107572988e-44,338,343,350,0,0,1610612736,9b
f3f3f3f3,1543834056,3757,600,0,0,0,0,4.203895392974451e-45,343,345,348,3844.789794921875,7236.94287109375,1543844769,da
f5f5f5f5,1543833880,3938,600,0,0,0,0,,339,342,353,3844.79345703125,7236.94580078125,1543844316,8f
f7f7f7f7,1543832869,3725,600,0,0,0,0,1.2611686178923354e-44,340,342,354,0,0,0,39
f2f2f2f2,1543833777,3673,600,0,0,0,0,,345,350,353,0,0,0,7c
f4f4f4f4,1543830673,3712,600,0,0,0,0,7.006492321624085e-45,344,345,355,3843.012939453125,7234.58349609375,1543845034,99
f6f6f6f6,1543834596,3718,600,0,0,0,0,1.5414283107572988e-44,337,342,349,0,0,0,c5
f3f3f3f3,1543834095,3757,600,0,0,0,0,8.407790785948902e-45,342,345,348,3844.789794921875,7236.94287109375,1543844769,f9
f5f5f5f5,1543833919,3931,600,0,0,0,0,,339,341,352,3844.79345703125,7236.94580078125,1543844316,93
f7f7f7f7,1543832908,3725,600,0,0,0,0,1.401298464324817e-44,339,341,354,0,0,0,57
f2f2f2f2,1543833815,3673,600,0,0,0,0,,345,350,353,0,0,0,19
f4f4f4f4,1543830713,3744,600,0,0,0,0,7.006492321624085e-45,344,345,355,3843.012939453125,7234.58349609375,1543845034,91
f6f6f6f6,1543834634,3712,600,0,0,0,0,1.6815581571897805e-44,337,342,350,0,0,0,2e
f3f3f3f3,1543834134,3770,600,0,0,0,0,7.006492321624085e-45,343,345,348,3844.789794921875,7236.94287109375,1543844769,16
f5f5f5f5,1543833957,3931,600,0,0,0,0,,339,341,352,3844.79345703125,7236.94580078125,1543844316,c8
f7f7f7f7,1543832947,3725,600,0,0,0,0,1.5414283107572988e-44,339,341,354,0,0,0,69
f2f2f2f2,1543833853,3680,600,0,0,0,0,,345,350,353,0,0,0,8
f4f4f4f4,1543830752,3712,600,0,0,0,0,7.006492321624085e-45,344,345,354,3843.012939453125,7234.58349609375,1543845034,e9
f6f6f6f6,1543834673,3712,600,0,0,0,0,1.6815581571897805e-44,337,343,349,0,0,0,17
f3f3f3f3,1543834173,3757,600,0,0,0,0,1.1210387714598537e-44,342,344,348,3844.789794921875,7236.94287109375,1543844769,27
f5f5f5f5,1543833995,3938,600,0,0,0,0,,338,341,352,3844.79345703125,7236.94580078125,1543844316,1c
f7f7f7f7,1543832987,3731,600,0,0,0,0,1.401298464324817e-44,339,341,354,0,0,0,9e
f2f2f2f2,1543833891,3673,600,0,0,0,0,,344,349,353,0,0,0,ee
f4f4f4f4,1543830791,3725,600,0,0,0,0,8.407790785948902e-45,344,345,354,3843.012939453125,7234.58349609375,1543845034,1
f3f3f3f3,1543834212,3757,600,0,0,0,0,2.802596928649634e-45,343,345,348,3844.789794921875,7236.94287109375,1543844769,74
f5f5f5f5,1543834034,3931,600,0,0,0,0,,339,341,352,3844.8037109375,7236.9541015625,1543845168,a9
f7f7f7f7,1543832987,3731,600,0,0,0,0,1.401298464324817e-44,339,341,354,0,0,0,9e
f2f2f2f2,1543833929,3680,600,0,0,0,0,,345,350,353,0,0,0,bd
f6f6f6f6,1543834750,3712,600,0,0,0,0,1.8216880036222622e-44,338,344,350,0,0,0,56
f4f4f4f4,1543830830,3725,600,0,0,0,0,8.407790785948902e-45,345,346,355,3843.012939453125,7234.58349609375,1543845034,2b
f3f3f3f3,1543834251,3757,600,0,0,0,0,5.605193857299268e-45,343,346,349,3844.789794921875,7236.94287109375,1543844769,9f
f5f5f5f5,1543834072,3957,600,0,0,0,0,,339,341,352,3844.8037109375,7236.9541015625,1543845168,e2
f7f7f7f7,1543833065,3725,600,0,0,0,0,1.401298464324817e-44,341,343,355,0,0,0,f7
f2f2f2f2,1543833968,3680,600,0,0,0,0,,345,350,353,0,0,0,84
f6f6f6f6,1543834788,3712,600,0,0,0,0,1.6815581571897805e-44,338,343,350,0,0,0,82
f4f4f4f4,1543830869,3725,600,0,0,0,0,8.407790785948902e-45,345,346,355,3843.012939453125,7234.58349609375,1543845034,50
f3f3f3f3,1543834289,3757,600,0,0,0,0,2.802596928649634e-45,344,346,349,3844.80224609375,7236.939453125,1543845248,f1
f5f5f5f5,1543834110,3957,600,0,0,0,0,,340,341,352,3844.8037109375,7236.9541015625,1543845168,c3
f2f2f2f2,1543834006,3667,600,0,0,0,0,,345,350,353,0,0,0,52
f6f6f6f6,1543834827,3706,600,0,0,0,0,1.5414283107572988e-44,339,344,350,3844.788330078125,7236.9326171875,1543845265,f1
f4f4f4f4,1543830909,3725,600,0,0,0,0,8.407790785948902e-45,345,346,355,3843.012939453125,7234.58349609375,1543845034,78
f3f3f3f3,1543834328,3783,600,0,0,0,0,1.401298464324817e-45,344,346,349,3844.793212890625,7236.92333984375,1543845288,59
f5f5f5f5,1543834149,3925,600,0,0,0,0,,339,341,352,3844.8037109375,7236.9541015625,1543845168,3c
f2f2f2f2,1543834044,3667,600,0,0,0,0,,345,350,353,0,0,0,78
f7f7f7f7,1543833143,3751,600,0,0,0,0,1.401298464324817e-44,341,343,354,3844.799072265625,7236.9423828125,1543845241,ae
f6f6f6f6,1543834865,3738,600,0,0,0,0,1.8216880036222622e-44,339,344,350,3844.788330078125,7236.9326171875,1543845265,2d
f4f4f4f4,1543830948,3725,600,0,0,0,0,8.407790785948902e-45,345,346,355,3843.012939453125,7234.58349609375,1543845034,a1
f3f3f3f3,1543834367,3783,600,0,0,0,0,5.605193857299268e-45,344,346,349,3844.82568359375,7236.947265625,1543845332,76
f2f2f2f2,1543834082,3667,600,0,0,0,0,,345,350,353,0,0,0,21
f7f7f7f7,1543833183,3718,600,0,0,0,0,1.8216880036222622e-44,341,343,355,3844.799072265625,7236.9423828125,1543845241,e1
f6f6f6f6,1543834904,3706,600,0,0,0,0,1.8216880036222622e-44,338,343,349,3844.788330078125,7236.9326171875,1543845265,28
f4f4f4f4,1543830987,3725,600,0,0,0,0,8.407790785948902e-45,345,347,355,3843.012939453125,7234.58349609375,1543845034,cf
f3f3f3f3,1543834406,3783,600,0,0,0,0,4.203895392974451e-45,344,346,349,3844.8037109375,7236.9375,1543845369,7b
f5f5f5f5,1543834225,3925,600,0,0,0,0,,340,342,352,3844.8037109375,7236.9541015625,1543845168,6d
f2f2f2f2,1543834121,3667,600,0,0,0,0,,345,350,353,0,0,0,cf
f7f7f7f7,1543833222,3731,600,0,0,0,0,1.5414283107572988e-44,341,343,354,3844.799072265625,7236.9423828125,1543845241,2a
f6f6f6f6,1543834942,3725,600,0,0,0,0,1.961817850054744e-44,338,343,349,3844.790283203125,7236.92724609375,1543845366,b8
f4f4f4f4,1543831026,3706,600,0,0,0,0,8.407790785948902e-45,346,347,355,3843.012939453125,7234.58349609375,1543845034,2
f3f3f3f3,1543834445,3783,600,0,0,0,0,5.605193857299268e-45,344,346,349,3844.791015625,7236.93359375,1543845404,7d
f5f5f5f5,1543834264,3931,600,0,0,0,0,,340,342,352,3844.8037109375,7236.9541015625,1543845168,8a
f2f2f2f2,1543834159,3667,600,0,0,0,0,,345,350,353,0,0,0,ee
f7f7f7f7,1543833261,3718,600,0,0,0,0,1.961817850054744e-44,341,343,355,3844.799072265625,7236.9423828125,1543845241,10
f6f6f6f6,1543834981,3738,600,0,0,0,0,1.961817850054744e-44,338,343,349,3844.789794921875,7236.92578125,1543845418,2e
f4f4f4f4,1543831065,3725,600,0,0,0,0,8.407790785948902e-45,346,347,356,3843.012939453125,7234.58349609375,1543845034,1a
f3f3f3f3,1543834484,3783,600,0,0,0,0,4.203895392974451e-45,344,346,349,3844.8037109375,7236.9453125,1543845443,80
f5f5f5f5,1543834302,3925,600,0,0,0,0,,341,342,352,3844.8037109375,7236.9541015625,1543845168,a3
f2f2f2f2,1543834197,3673,600,0,0,0,0,,346,350,353,0,0,0,9d
f7f7f7f7,1543833300,3718,600,0,0,0,0,1.8216880036222622e-44,341,343,355,3844.799072265625,7236.9423828125,1543845241,6a
f6f6f6f6,1543835019,3738,600,0,0,0,0,1.961817850054744e-44,339,344,350,3844.789794921875,7236.92578125,1543845418,cd
f4f4f4f4,1543831104,3725,600,0,0,0,0,8.407790785948902e-45,346,347,356,3843.012939453125,7234.58349609375,1543845034,43
f3f3f3f3,1543834523,3783,600,0,0,0,0,5.605193857299268e-45,344,347,349,3844.784423828125,7236.927734375,1543845487,e8
f5f5f5f5,1543834340,3918,600,0,0,0,0,,341,342,352,3844.8037109375,7236.9541015625,1543845168,e1
f2f2f2f2,1543834235,3667,600,0,0,0,0,,346,350,353,0,0,0,be
f7f7f7f7,1543833339,3718,600,0,0,0,0,2.1019476964872256e-44,342,343,355,3844.799072265625,7236.9423828125,1543845241,44
f6f6f6f6,1543835058,3718,600,0,0,0,0,2.2420775429197073e-44,339,344,350,3844.78662109375,7236.92578125,1543845482,83
f4f4f4f4,1543831144,3725,600,0,0,0,0,8.407790785948902e-45,346,347,356,3843.012939453125,7234.58349609375,1543845034,6b
f3f3f3f3,1543834561,3783,600,0,0,0,0,7.006492321624085e-45,346,348,350,3844.81640625,7236.923828125,1543845520,de
f5f5f5f5,1543834379,3918,600,0,0,0,0,,342,343,353,3844.8037109375,7236.9541015625,1543845168,c
f2f2f2f2,1543834274,3667,600,0,0,0,0,,346,351,353,0,0,0,66
f7f7f7f7,1543833379,3725,600,0,0,0,0,1.961817850054744e-44,343,344,355,3844.805419921875,7236.9482421875,1543845519,5a
f6f6f6f6,1543835096,3744,600,0,0,0,0,1.8216880036222622e-44,340,345,350,3844.79345703125,7236.93505859375,1543845533,14
f4f4f4f4,1543831183,3718,600,0,0,0,0,8.407790785948902e-45,347,348,356,3843.012939453125,7234.58349609375,1543845034,81
f3f3f3f3,1543834600,3783,600,0,0,0,0,4.203895392974451e-45,346,348,350,3844.778076171875,7236.90869140625,1543845561,9b
f2f2f2f2,1543834312,3680,600,0,0,0,0,,346,351,353,0,0,0,3f
f7f7f7f7,1543833418,3751,600,0,0,0,0,2.1019476964872256e-44,343,345,356,3844.805419921875,7236.9482421875,1543845519,1e
f4f4f4f4,1543831222,3725,600,0,0,0,0,8.407790785948902e-45,347,348,357,3843.012939453125,7234.58349609375,1543845034,b2
f5f5f5f5,1543834455,3925,600,0,0,0,0,,342,343,353,3844.834228515625,7236.93896484375,1543845585,d
f3f3f3f3,1543834639,3783,600,0,0,0,0,5.605193857299268e-45,346,348,351,3844.774169921875,7236.91455078125,1543845601,21
f2f2f2f2,1543834350,3680,600,0,0,0,0,,347,351,354,3844.775634765625,7236.90576171875,1543845586,e
f6f6f6f6,1543835173,3706,600,0,0,0,0,1.961817850054744e-44,340,345,350,3844.79345703125,7236.93505859375,1543845533,33
f7f7f7f7,1543833457,3725,600,0,0,0,0,1.961817850054744e-44,344,345,356,3844.82177734375,7236.9619140625,1543845597,b3
f4f4f4f4,1543831261,3718,600,0,0,0,0,8.407790785948902e-45,348,349,357,3843.690185546875,7235.7578125,1543845602,1a
f5f5f5f5,1543834494,3938,600,0,0,0,0,,342,344,353,3844.834228515625,7236.93896484375,1543845585,1c
f3f3f3f3,1543834678,3783,600,0,0,0,0,4.203895392974451e-45,346,349,351,3844.799072265625,7236.95068359375,1543845639,99
f2f2f2f2,1543834388,3693,600,0,0,0,0,,348,352,354,3844.775634765625,7236.90576171875,1543845586,c0
f6f6f6f6,1543835212,3725,600,0,0,0,0,1.8216880036222622e-44,340,345,351,3844.792236328125,7236.92236328125,1543845636,32
f7f7f7f7,1543833496,3744,600,0,0,0,0,1.961817850054744e-44,344,345,356,3844.801513671875,7236.94873046875,1543845656,62
f4f4f4f4,1543831300,3738,600,0,0,0,0,8.407790785948902e-45,348,349,357,3841.330810546875,7234.97314453125,1543845645,8e
f5f5f5f5,1543834532,3938,600,0,0,0,0,,343,344,353,3844.834228515625,7236.93896484375,1543845585,c7
f3f3f3f3,1543834717,3783,600,0,0,0,0,2.802596928649634e-45,346,349,351,3844.748046875,7236.89111328125,1543845676,54
f2f2f2f2,1543834426,3680,600,0,0,0,0,,348,352,355,3844.76171875,7236.880859375,1543845666,7e
f6f6f6f6,1543835250,3738,600,0,0,0,0,2.1019476964872256e-44,341,345,351,3844.792236328125,7236.92236328125,1543845636,18
f7f7f7f7,1543833535,3744,600,0,0,0,0,1.961817850054744e-44,344,346,356,3844.801513671875,7236.94873046875,1543845656,46
f4f4f4f4,1543831339,3738,600,0,0,0,0,8.407790785948902e-45,349,350,357,3841.252197265625,7234.986328125,1543845685,f5
f5f5f5f5,1543834571,3905,600,0,0,0,0,,343,344,353,3844.834228515625,7236.93896484375,1543845585,8c
f3f3f3f3,1543834756,3783,600,0,0,0,0,4.203895392974451e-45,347,349,351,3844.748291015625,7236.89453125,1543845713,f8
f2f2f2f2,1543834465,3693,600,0,0,0,0,,348,353,355,3844.77197265625,7236.89501953125,1543845724,1e
f6f6f6f6,1543835289,3718,600,0,0,0,0,1.961817850054744e-44,341,345,351,3844.792236328125,7236.92236328125,1543845636,ee
f7f7f7f7,1543833574,3718,600,0,0,0,0,1.8216880036222622e-44,344,346,357,3844.802001953125,7236.94677734375,1543845726,7f
f4f4f4f4,1543831379,3738,600,0,0,0,0,8.407790785948902e-45,349,350,358,3841.126220703125,7234.99169921875,1543845723,e1
f5f5f5f5,1543834609,3912,600,0,0,0,0,,343,345,354,3844.834228515625,7236.93896484375,1543845585,bd
f3f3f3f3,1543834795,3783,600,0,0,0,0,2.802596928649634e-45,347,349,351,3844.74853515625,7236.88916015625,1543845761,30
f2f2f2f2,1543834503,3693,600,0,0,0,0,,349,353,355,3844.77197265625,7236.89501953125,1543845724,f8
f6f6f6f6,1543835327,3718,600,0,0,0,0,2.1019476964872256e-44,341,346,351,3844.792236328125,7236.92236328125,1543845636,ca
f7f7f7f7,1543833614,3744,600,0,0,0,0,1.961817850054744e-44,344,346,357,3844.802001953125,7236.94677734375,1543845726,bd
f4f4f4f4,1543831418,3738,600,0,0,0,0,8.407790785948902e-45,350,350,358,3841.06640625,7235.0078125,1543845762,f4
f5f5f5f5,1543834647,3905,600,0,0,0,0,,343,345,354,3844.834228515625,7236.93896484375,1543845585,55
f3f3f3f3,1543834833,3783,600,0,0,0,0,5.605193857299268e-45,347,349,351,3844.74853515625,7236.88916015625,1543845761,4c
f2f2f2f2,1543834541,3680,600,0,0,0,0,,349,353,355,3844.76611328125,7236.88232421875,1543845780,29
f6f6f6f6,1543835366,3706,600,0,0,0,0,1.8216880036222622e-44,341,346,351,3844.792236328125,7236.92236328125,1543845636,6d
f7f7f7f7,1543833653,3731,600,0,0,0,0,1.6815581571897805e-44,344,346,357,3844.81494140625,7236.95703125,1543845793,ad
f4f4f4f4,1543831457,3738,600,0,0,0,0,8.407790785948902e-45,349,350,358,3841.0078125,7235.00830078125,1543845803,35
f5f5f5f5,1543834685,3918,600,0,0,0,0,,343,344,353,3844.8388671875,7236.9296875,1543845816,db
f2f2f2f2,1543834579,3693,600,0,0,0,0,,349,353,355,3844.76611328125,7236.88232421875,1543845780,5c
f6f6f6f6,1543835404,3718,600,0,0,0,0,1.8216880036222622e-44,341,346,351,3844.792236328125,7236.92236328125,1543845636,7a
f7f7f7f7,1543833692,3744,600,0,0,0,0,1.8216880036222622e-44,344,346,357,3844.8076171875,7236.95068359375,1543845853,5e
f4f4f4f4,1543831496,3738,600,0,0,0,0,8.407790785948902e-45,349,350,358,3840.913330078125,7235.01220703125,1543845843,8f
f5f5f5f5,1543834724,3931,600,0,0,0,0,,343,344,353,3844.8388671875,7236.9296875,1543845816,90
f2f2f2f2,1543834618,3667,600,0,0,0,0,,349,353,355,3844.76611328125,7236.88232421875,1543845780,4d
f3f3f3f3,1543834911,3783,600,0,0,0,0,5.605193857299268e-45,347,349,351,3844.775146484375,7236.89306640625,1543845868,4c
f6f6f6f6,1543835443,3706,600,0,0,0,0,1.8216880036222622e-44,341,346,351,3844.792236328125,7236.92236328125,1543845636,b9
f7f7f7f7,1543833731,3744,600,0,0,0,0,2.2420775429197073e-44,345,346,357,3844.8076171875,7236.95068359375,1543845853,9d
f4f4f4f4,1543831535,3738,600,0,0,0,0,8.407790785948902e-45,349,351,358,3840.871826171875,7235.015625,1543845881,d7
f5f5f5f5,1543834762,3931,600,0,0,0,0,,343,344,353,3844.8388671875,7236.9296875,1543845816,7f
f2f2f2f2,1543834656,3667,600,0,0,0,0,,348,353,355,3844.76611328125,7236.88232421875,1543845780,90
f3f3f3f3,1543834950,3783,600,0,0,0,0,7.006492321624085e-45,347,349,352,3844.734619140625,7236.89208984375,1543845916,73
f6f6f6f6,1543835481,3706,600,0,0,0,0,2.1019476964872256e-44,341,346,351,3844.792236328125,7236.92236328125,1543845636,d1
f7f7f7f7,1543833770,3718,600,0,0,0,0,2.382207389352189e-44,345,347,357,3844.8076171875,7236.95068359375,1543845853,92
f4f4f4f4,1543831574,3738,600,0,0,0,0,7.006492321624085e-45,349,351,358,3840.736572265625,7235.01904296875,1543845921,3f
f5f5f5f5,1543834800,3905,600,0,0,0,0,,343,345,354,3844.8388671875,7236.9296875,1543845816,5e
f2f2f2f2,1543834694,3667,600,0,0,0,0,,349,353,355,3844.76611328125,7236.88232421875,1543845780,f4
f3f3f3f3,1543834989,3783,600,0,0,0,0,5.605193857299268e-45,348,350,352,3844.74365234375,7236.89453125,1543845946,57
f6f6f6f6,1543835520,3706,600,0,0,0,0,1.8216880036222622e-44,342,347,352,3844.792236328125,7236.92236328125,1543845636,37
f7f7f7f7,1543833810,3718,600,0,0,0,0,2.1019476964872256e-44,345,347,358,3844.8076171875,7236.95068359375,1543845853,f7
f4f4f4f4,1543831614,3738,600,0,0,0,0,8.407790785948902e-45,350,351,359,3840.670166015625,7235.00927734375,1543845960,3a
f5f5f5f5,1543834839,3905,600,0,0,0,0,,344,345,354,3844.859130859375,7236.93310546875,1543845981,b
f2f2f2f2,1543834732,3673,600,0,0,0,0,,350,354,355,3844.76611328125,7236.88232421875,1543845780,d6
f3f3f3f3,1543835028,3783,600,0,0,0,0,4.203895392974451e-45,348,350,353,3844.740478515625,7236.89697265625,1543845992,c0
f6f6f6f6,1543835558,3706,600,0,0,0,0,1.8216880036222622e-44,342,347,352,3844.792236328125,7236.92236328125,1543845636,11
f7f7f7f7,1543833849,3731,600,0,0,0,0,1.8216880036222622e-44,346,347,358,3844.8603515625,7236.94921875,1543845990,56
f4f4f4f4,1543831653,3738,600,0,0,0,0,7.006492321624085e-45,350,351,359,3840.6103515625,7235.0234375,1543845999,18
f5f5f5f5,1543834877,3925,600,0,0,0,0,,344,345,354,3844.859130859375,7236.93310546875,1543845981,36
f2f2f2f2,1543834771,3660,600,0,0,0,0,,350,354,355,3844.76611328125,7236.88232421875,1543845780,3d
f3f3f3f3,1543835067,3783,600,0,0,0,0,4.203895392974451e-45,348,350,352,3844.76416015625,7236.89404296875,1543846025,e1
f6f6f6f6,1543835597,3706,600,0,0,0,0,1.961817850054744e-44,342,347,352,3844.792236328125,7236.92236328125,1543845636,79
f7f7f7f7,1543833888,3744,600,0,0,0,0,1.961817850054744e-44,345,347,358,3844.8603515625,7236.94921875,1543845990,bd
f4f4f4f4,1543831692,3738,600,0,0,0,0,7.006492321624085e-45,350,351,358,3840.498779296875,7235.0068359375,1543846038,6
f5f5f5f5,1543834915,3925,600,0,0,0,0,,344,345,354,3844.859130859375,7236.93310546875,1543845981,e9
f2f2f2f2,1543834809,3667,600,0,0,0,0,,349,354,356,3844.76611328125,7236.88232421875,1543845780,d
f3f3f3f3,1543835105,3783,600,0,0,0,0,4.203895392974451e-45,348,350,352,3844.732177734375,7236.88232421875,1543846069,25
f6f6f6f6,1543835635,3706,600,0,0,0,0,2.1019476964872256e-44,342,347,352,3844.792236328125,7236.92236328125,1543845636,46
f7f7f7f7,1543833927,3725,600,0,0,0,0,1.961817850054744e-44,345,347,357,3844.866455078125,7236.9384765625,1543846067,22
f4f4f4f4,1543831731,3738,600,0,0,0,0,7.006492321624085e-45,350,351,358,3840.460205078125,7235.0029296875,1543846077,bc
f5f5f5f5,1543834954,3899,600,0,0,0,0,,344,345,354,3844.859130859375,7236.93310546875,1543845981,ee
f2f2f2f2,1543834847,3660,600,0,0,0,0,,350,354,356,3844.76611328125,7236.88232421875,1543845780,77
f3f3f3f3,1543835144,3783,600,0,0,0,0,4.203895392974451e-45,348,350,352,3844.775390625,7236.91162109375,1543846106,3c
f6f6f6f6,1543835674,3706,600,0,0,0,0,1.961817850054744e-44,342,347,352,3844.792236328125,7236.92236328125,1543845636,b1
f7f7f7f7,1543833966,3744,600,0,0,0,0,1.961817850054744e-44,345,347,357,3844.866455078125,7236.9384765625,1543846067,26
f4f4f4f4,1543831770,3738,600,0,0,0,0,7.006492321624085e-45,350,351,359,3840.37890625,7235.0078125,1543846117,d6
f5f5f5f5,1543834992,3892,600,0,0,0,0,,345,346,355,3844.859130859375,7236.93310546875,1543845981,d8
f2f2f2f2,1543834885,3660,600,0,0,0,0,,350,354,356,3844.76611328125,7236.88232421875,1543845780,ad
f3f3f3f3,1543835183,3776,600,0,0,0,0,5.605193857299268e-45,348,350,352,3844.775390625,7236.91162109375,1543846106,1b
f6f6f6f6,1543835712,3706,600,0,0,0,0,2.1019476964872256e-44,343,347,352,3844.792236328125,7236.92236328125,1543845636,eb
f7f7f7f7,1543834006,3731,600,0,0,0,0,1.6815581571897805e-44,346,347,357,3844.828125,7236.943359375,1543846146,cf
f4f4f4f4,1543831809,3738,600,0,0,0,0,8.407790785948902e-45,351,351,359,3840.29150390625,7234.9951171875,1543846156,b7
f5f5f5f5,1543835030,3886,600,0,0,0,0,,345,346,355,3844.859130859375,7236.93310546875,1543845981,24
f2f2f2f2,1543834923,3660,600,0,0,0,0,,350,354,356,3844.76611328125,7236.88232421875,1543845780,83
